Platform,,Meta,Meta,Meta,Meta,Meta,Meta,LMS,FFH Sheet,FFH Sheet,Fornula,Fornula,FFH Sheet,Formula,Formula,Formula,Formula,FFH Sheet
Platform,Type,Account,Date,Campaign,Ad Name,Spends,Pannel_Lead,Lead_LMS,FFH,Adm,CPL Pannel,CPL LMS,Invoicing_Var,CAC FFH,CAC Adm,CAC / ARPU,Lead Dup,Total_Var
Google Ads,Brand,Amity_Partner_001,2026-02-08,Partner_Amity_Online_2026,23228113322,5345.73,21,20,1,0,255,267,0,5345.73,-,-,5%,0
Google Ads,Brand,EP_Partnere_Shoolini_DFYD,2026-02-08,Shoolini_Online_Delta,23534722448,87.39,0,,0,0,87,87,0,-,-,-,0%,0
Google Ads,Brand,EP_Partner_Amity_Online_DFYD,2026-02-08,Amity_Online_Admission_COS,23492797149,209.54,0,,0,0,210,210,0,-,-,-,0%,0
Google Ads,DSA,Core_Online_DSA,2026-02-08,DSA_Admission_Core_Online_Colleges_Courses,23500139647,44.75,0,,0,0,45,45,0,-,-,-,0%,0
Google Ads,Brand,EP_Partner_LPU_Online_DFYD,2026-02-08,LPU_Online_Delta,23512571403,962.13,2,2,0,0,481,1,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-02-09,F_UA1_All Colleges_MBA_Aryan v1.1,F_UA1_All Colleges_MBA_Aryan (INT 01)_ 1.1,0.22,,0,0,0,0,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-02-09,F_UA1_All Colleges_MBA_Aryan v1.1,F_UA1_All Colleges_MBA_Aryan (INT 01)_ 1.4,893.9,9,7,0,0,99,1,0,-,-,-,22%,0
Meta Ads,,FaceBook_University_Admit,2026-02-09,F_UA01_{UG All Colleges V03.1},F_UA01_{UG All Colleges 3.1} {INT 01} {C1.2},0.16,,1,0,0,0,0,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-02-09,F_UA01_{UG All Colleges V02.1},F_UA01_{UG All Colleges V02}{INT01}_C05,3.49,,0,0,0,3,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-02-09,F_UA01_{UG All Colleges V03.1},F_UA01_{UG All Colleges 3.1} {INT 01} {C1.4),799.26,7,5,0,0,114,1,0,-,-,-,29%,0
Meta Ads,,FaceBook_University_Admit,2026-02-09,F_UA01_{UG All Colleges Punjab V1},F_UA01_{UG All Colleges V02}{INT01}_C04,9.17,,0,0,0,9,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-02-09,F_UA01_{UG All Colleges Punjab V1},F_UA01_{UG All Colleges V02}{INT01}_C05,105.31,,0,0,0,105,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-02-09,F_UA01_{UG All Colleges Punjab V1},F_UA01_{UG All Colleges V02}{INT01}_C03,501.23,3,3,0,0,167,1,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-02-09,F_UA01_{UG All Colleges V02.1},F_UA01_{UG All Colleges V02}{INT01}_C06,890.74,8,9,0,0,111,1,0,-,-,-,-13%,0
Meta Ads,,FaceBook_University_Admit,2026-02-09,F_UA1_All Colleges_MBA_Aryan v1.3,F_UA1_All Colleges_MBA_Aryan V1.3 (INT 01)_ 1.4,1.24,,0,0,0,1,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-02-09,F_UA1_All Colleges_MBA_Aryan v1.3,F_UA1_All Colleges_MBA_Aryan V1.3 (INT 01)_ 1.3,9.06,,0,0,0,9,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-02-09,F_UA1_All Colleges_MBA_Aryan v1.3,F_UA1_All Colleges_MBA_Aryan V1.3 (INT 01)_ 1.1,855.67,5,3,0,0,171,2,0,-,-,-,40%,0
Meta Ads,,FaceBook_University_Admit,2026-02-09,F_UA1_All Colleges_MBA_Aryan v1.3,F_UA1_All Colleges_MBA_Aryan V1.3 (INT 01)_ 1.2,1.25,,0,0,0,1,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-02-09,F_UA01_{UG All Colleges V05.1},F_UA01_{UG All Colleges 5.1} {INT 01} {C1.1),314.8,3,3,0,0,105,1,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-02-09,F_UA01_{UG All Colleges V05.1},F_UA01_{UG All Colleges 3.1} {INT 01} {C1.2},274.14,1,1,0,0,274,1,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-02-09,UG_Online_Admission_2026,UG_Online_Admission_Ad_Set01_Ad02,1187.98,20,7,0,0,59,3,0,-,-,-,65%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-02-09,DUSOL_Online_Courses_Admission_DFYD,DUSOL_Online_Courses_Admission_DFYD_Delhi_NCR_Ad01,476.37,20,9,0,0,24,2,0,-,-,-,55%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-02-09,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Delhi_NCR_Ad01,472.53,14,10,0,0,34,1,0,-,-,-,29%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-02-09,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Rest_Ad01,471.56,9,4,0,0,52,2,0,-,-,-,56%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-02-09,Galgotias_Lead_2026,Galgotias_Leads_2026_P_Ad_01,680.99,9,5,1,1,76,2,13875,680.99,680.99,4.91%,44%,55500
Meta Ads,,FaceBook_Degreefyd_B,2026-02-09,Punjab_Online_Admission,Punjab_Online_Admission_Inst_UG_P,315.88,5,1,0,0,63,5,0,-,-,-,80%,0
Google Ads,DSA,Degreefyd_Generic_Regular,2026-02-09,DSA_Admission_Online_Distance,23349276370,2387.68,70,63,1,0,34,1,0,2387.68,-,-,10%,0
Google Ads,Brand,EP_CU_Online_DFYD,2026-02-09,CU_Online_Admission_Delta,23502437890,1108.22,5.5,6,1,1,201,1,49665,1108.22,1108.22,2.23%,-9%,49665
Google Ads,DSA,Core_Online_DSA,2026-02-09,DSA_Admission_Core_Online_Colleges_Courses,23500139647,60.8,0,0,0,0,61,0,0,-,-,-,0%,0
Google Ads,Brand,EP_Partner_LPU_Online_DFYD,2026-02-09,LPU_Online_Delta,23512571403,1080.44,4,4,0,0,270,1,0,-,-,-,0%,0
Google Ads,Brand,EP_Partner_Amity_Online_DFYD,2026-02-09,Amity_Online_Admission_COS,23492797149,1083.14,1,1,0,0,1083,1,0,-,-,-,0%,0
Google Ads,Brand,EP_Partnere_Shoolini_DFYD,2026-02-09,Shoolini_Online_Delta,23534722448,252.25,1,1,1,1,252,1,20000,252.25,252.25,1.26%,0%,20000
Google Ads,Brand,Amity_Partner_001,2026-02-09,Partner_Amity_Online_2026,23228113322,4027.58,14,14,3,2,288,1,36435,1342.526667,2013.79,11.05%,0%,142222.5
Meta Ads,,FaceBook_University_Admit,2026-02-10,F_UA1_All Colleges_MBA_Aryan v1.1,F_UA1_All Colleges_MBA_Aryan (INT 01)_ 1.4,782.02,6,5,0,0,130,1,0,-,-,-,17%,0
Meta Ads,,FaceBook_University_Admit,2026-02-10,F_UA01_{UG All Colleges V03.1},F_UA01_{UG All Colleges 3.1} {INT 01} {C1.1},1.4,,0,0,0,1,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-02-10,F_UA01_{UG All Colleges V03.1},F_UA01_{UG All Colleges 3.1} {INT 01} {C1.4),787.31,6,3,0,0,131,2,0,-,-,-,50%,0
Meta Ads,,FaceBook_University_Admit,2026-02-10,F_UA01_{UG All Colleges Punjab V1},F_UA01_{UG All Colleges V02}{INT01}_C04,16.78,,0,0,0,17,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-02-10,F_UA01_{UG All Colleges Punjab V1},F_UA01_{UG All Colleges V02}{INT01}_C05,181.62,2,1,0,0,91,2,0,-,-,-,50%,0
Meta Ads,,FaceBook_University_Admit,2026-02-10,F_UA01_{UG All Colleges Punjab V1},F_UA01_{UG All Colleges V02}{INT01}_C03,369.18,1,1,0,0,369,1,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-02-10,F_UA01_{UG All Colleges V02.1},F_UA01_{UG All Colleges V02}{INT01}_C06,822.22,8,5,0,0,103,2,0,-,-,-,38%,0
Meta Ads,,FaceBook_University_Admit,2026-02-10,F_UA1_All Colleges_MBA_Aryan v1.3,F_UA1_All Colleges_MBA_Aryan V1.3 (INT 01)_ 1.3,6.74,,0,0,0,7,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-02-10,F_UA1_All Colleges_MBA_Aryan v1.3,F_UA1_All Colleges_MBA_Aryan V1.3 (INT 01)_ 1.1,781.96,5,5,0,0,156,1,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-02-10,F_UA1_All Colleges_MBA_Aryan v1.3,F_UA1_All Colleges_MBA_Aryan V1.3 (INT 01)_ 1.2,0.22,,0,0,0,0,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-02-10,F_UA01_{UG All Colleges V05.1},F_UA01_{UG All Colleges 5.1} {INT 01} {C1.1),745.53,3,3,0,0,249,1,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-02-10,F_UA01_{UG All Colleges V05.1},F_UA01_{UG All Colleges 3.1} {INT 01} {C1.2},49.8,,0,0,0,50,,0,-,-,-,0%,0
Google Ads,Brand,EP_Partner_Amity_Online_DFYD,2026-02-10,Amity_Online_Admission_COS,23492797149,430.8,0,0,0,0,431,0,0,-,-,-,0%,0
Google Ads,DSA,Degreefyd_Generic_Regular,2026-02-10,DSA_Admission_Online_Distance,23349276370,2356.54,45,45,0,0,52,1,0,-,-,-,0%,0
Google Ads,Brand,EP_Partnere_Shoolini_DFYD,2026-02-10,Shoolini_Online_Delta,23534722448,134.5,0,0,0,0,135,0,0,-,-,-,0%,0
Google Ads,Brand,EP_CU_Online_DFYD,2026-02-10,CU_Online_Admission_Delta,23502437890,940.84,3,3,2,2,314,1,14612.5,470.42,470.42,6.44%,0%,74550
Google Ads,Brand,Amity_Partner_001,2026-02-10,Partner_Amity_Online_2026,23228113322,3875.16,10,11,2,1,388,1,4375,1937.58,3875.16,88.58%,-10%,26250
Google Ads,DSA,Core_Online_DSA,2026-02-10,DSA_Admission_Core_Online_Colleges_Courses,23500139647,82.6,0,0,0,0,83,0,0,-,-,-,0%,0
Google Ads,Brand,EP_Partner_LPU_Online_DFYD,2026-02-10,LPU_Online_Delta,23512571403,1230.45,3,2,0,0,410,2,0,-,-,-,33%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-02-10,UG_Online_Admission_2026,UG_Online_Admission_Ad_Set01_Ad02,1020.2,27,,0,0,38,27,0,-,-,-,100%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-02-10,DUSOL_Online_Courses_Admission_DFYD,DUSOL_Online_Courses_Admission_DFYD_Delhi_NCR_Ad01,436.92,18,,0,0,24,18,0,-,-,-,100%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-02-10,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Delhi_NCR_Ad01,401.09,11,,0,0,36,11,0,-,-,-,100%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-02-10,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Rest_Ad01,384.34,8,,0,0,48,8,0,-,-,-,100%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-02-10,Galgotias_Lead_2026,Galgotias_Leads_2026_P_Ad_01,581.58,9,,0,0,65,9,0,-,-,-,100%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-02-10,Punjab_Online_Admission,Punjab_Online_Admission_Inst_UG_P,295.41,5,,0,0,59,5,0,-,-,-,100%,0
Meta Ads,,FaceBook_University_Admit,2026-02-11,F_UA1_All Colleges_MBA_Aryan v1.1,F_UA1_All Colleges_MBA_Aryan (INT 01)_ 1.4,732.14,9,7,0,0,81,1,0,-,-,-,22%,0
Meta Ads,,FaceBook_University_Admit,2026-02-11,F_UA01_{UG All Colleges V03.1},F_UA01_{UG All Colleges 3.1} {INT 01} {C1.2},0.11,,0,0,0,0,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-02-11,F_UA01_{UG All Colleges V03.1},F_UA01_{UG All Colleges 3.1} {INT 01} {C1.3},237.92,2,1,0,0,119,2,0,-,-,-,50%,0
Meta Ads,,FaceBook_University_Admit,2026-02-11,F_UA01_{UG All Colleges V03.1},F_UA01_{UG All Colleges 3.1} {INT 01} {C1.4),570.61,3,2,0,0,190,2,0,-,-,-,33%,0
Meta Ads,,FaceBook_University_Admit,2026-02-11,F_UA01_{UG All Colleges Punjab V1},F_UA01_{UG All Colleges V02}{INT01}_C04,17.25,,0,0,0,17,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-02-11,F_UA01_{UG All Colleges Punjab V1},F_UA01_{UG All Colleges V02}{INT01}_C05,488.62,3,3,0,0,163,1,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-02-11,F_UA01_{UG All Colleges Punjab V1},F_UA01_{UG All Colleges V02}{INT01}_C03,150.43,,0,0,0,150,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-02-11,F_UA01_{UG All Colleges V02.1},F_UA01_{UG All Colleges V02}{INT01}_C06,697.43,10,5,0,0,70,2,0,-,-,-,50%,0
Meta Ads,,FaceBook_University_Admit,2026-02-11,F_UA1_All Colleges_MBA_Aryan v1.3,F_UA1_All Colleges_MBA_Aryan V1.3 (INT 01)_ 1.3,4.81,,0,0,0,5,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-02-11,F_UA1_All Colleges_MBA_Aryan v1.3,F_UA1_All Colleges_MBA_Aryan V1.3 (INT 01)_ 1.1,760.32,8,5,0,0,95,2,0,-,-,-,38%,0
Meta Ads,,FaceBook_University_Admit,2026-02-11,F_UA1_All Colleges_MBA_Aryan v1.3,F_UA1_All Colleges_MBA_Aryan V1.3 (INT 01)_ 1.2,12.29,,0,0,0,12,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-02-11,F_UA01_{UG All Colleges V05.1},F_UA01_{UG All Colleges 5.1} {INT 01} {C1.1),250.96,1,1,0,0,251,1,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-02-11,F_UA01_{UG All Colleges V05.1},F_UA01_{UG All Colleges 3.1} {INT 01} {C1.2},6.45,,0,0,0,6,,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-02-11,UG_Online_Admission_2026,UG_Online_Admission_Ad_Set01_Ad02,1056.51,17,38,2,0,62,0,0,528.255,-,-,-124%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-02-11,DUSOL_Online_Courses_Admission_DFYD,DUSOL_Online_Courses_Admission_DFYD_Delhi_NCR_Ad01,446.61,19,30,0,0,24,1,0,-,-,-,-58%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-02-11,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Delhi_NCR_Ad01,452.76,15,25,0,0,30,1,0,-,-,-,-67%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-02-11,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Rest_Ad01,447.61,12,21,1,1,37,1,47250,447.61,447.61,0.95%,-75%,47250
Meta Ads,,FaceBook_Degreefyd_B,2026-02-11,Galgotias_Lead_2026,Galgotias_Leads_2026_P_Ad_01,628.43,9,14,1,1,70,1,16500,628.43,628.43,3.81%,-56%,33000
Meta Ads,,FaceBook_Degreefyd_B,2026-02-11,Punjab_Online_Admission,Punjab_Online_Admission_Inst_UG_P,267.09,,7,2,0,267,0,0,133.545,-,-,0%,0
Google Ads,Brand,EP_Partnere_Shoolini_DFYD,2026-02-11,Shoolini_Online_Delta,23534722448,265.25,1,1,0,0,265,1,0,-,-,-,0%,0
Google Ads,Brand,EP_CU_Online_DFYD,2026-02-11,CU_Online_Admission_Delta,23502437890,899.83,2,2,0,0,450,1,0,-,-,-,0%,0
Google Ads,Brand,EP_Partner_Amity_Online_DFYD,2026-02-11,Amity_Online_Admission_COS,23492797149,649.56,2,2,1,0,325,1,0,649.56,-,-,0%,0
Google Ads,DSA,Core_Online_DSA,2026-02-11,DSA_Admission_Core_Online_Colleges_Courses,23500139647,64.59,1,1,0,0,65,1,0,-,-,-,0%,0
Google Ads,Brand,EP_Partner_LPU_Online_DFYD,2026-02-11,LPU_Online_Delta,23512571403,654.99,1,1,0,0,655,1,0,-,-,-,0%,0
Google Ads,Brand,Amity_Partner_001,2026-02-11,Partner_Amity_Online_2026,23228113322,4141.14,11,10,1,0,376,1,0,4141.14,-,-,9%,0
Google Ads,DSA,Degreefyd_Generic_Regular,2026-02-11,DSA_Admission_Online_Distance,23349276370,2075.76,51.5,48,1,1,40,1,13125,2075.76,2075.76,15.82%,7%,26250
Meta Ads,,FaceBook_University_Admit,2026-02-12,F_UA1_All Colleges_MBA_Aryan v1.1,F_UA1_All Colleges_MBA_Aryan (INT 01)_ 1.4,772.47,9,5,0,0,86,2,0,-,-,-,44%,0
Meta Ads,,FaceBook_University_Admit,2026-02-12,F_UA01_{UG All Colleges V03.1},F_UA01_{UG All Colleges 3.1} {INT 01} {C1.3},167.45,1,,0,0,167,1,0,-,-,-,100%,0
Meta Ads,,FaceBook_University_Admit,2026-02-12,F_UA01_{UG All Colleges V03.1},F_UA01_{UG All Colleges 3.1} {INT 01} {C1.4),607.87,10,6,1,1,61,2,19239.5,607.87,607.87,3.16%,40%,57718.5
Meta Ads,,FaceBook_University_Admit,2026-02-12,F_UA01_{UG All Colleges Punjab V1},F_UA01_{UG All Colleges V02}{INT01}_C04,21.89,1,1,0,0,22,1,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-02-12,F_UA01_{UG All Colleges Punjab V1},F_UA01_{UG All Colleges V02}{INT01}_C05,425.92,3,2,0,0,142,2,0,-,-,-,33%,0
Meta Ads,,FaceBook_University_Admit,2026-02-12,F_UA01_{UG All Colleges Punjab V1},F_UA01_{UG All Colleges V02}{INT01}_C03,77.63,,,0,0,78,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-02-12,F_UA01_{UG All Colleges V02.1},F_UA01_{UG All Colleges V02}{INT01}_C06,778.63,7,4,0,0,111,2,0,-,-,-,43%,0
Meta Ads,,FaceBook_University_Admit,2026-02-12,F_UA1_All Colleges_MBA_Aryan v1.3,F_UA1_All Colleges_MBA_Aryan V1.3 (INT 01)_ 1.3,14.52,,,0,0,15,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-02-12,F_UA1_All Colleges_MBA_Aryan v1.3,F_UA1_All Colleges_MBA_Aryan V1.3 (INT 01)_ 1.1,752.63,6,4,0,0,125,2,0,-,-,-,33%,0
Meta Ads,,FaceBook_University_Admit,2026-02-12,F_UA1_All Colleges_MBA_Aryan v1.3,F_UA1_All Colleges_MBA_Aryan V1.3 (INT 01)_ 1.2,4.2,,,0,0,4,,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-02-12,UG_Online_Admission_2026,UG_Online_Admission_Ad_Set01_Ad02,1092.5,22,16,0,0,50,1,0,-,-,-,27%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-02-12,DUSOL_Online_Courses_Admission_DFYD,DUSOL_Online_Courses_Admission_DFYD_Delhi_NCR_Ad01,248.73,8,7,1,0,31,1,0,248.73,-,-,13%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-02-12,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Delhi_NCR_Ad01,437.3,9,4,0,0,49,2,0,-,-,-,56%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-02-12,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Rest_Ad01,442.11,11,9,3,2,40,1,17500,147.37,221.055,2.53%,18%,52500
Meta Ads,,FaceBook_Degreefyd_B,2026-02-12,Galgotias_Lead_2026,Galgotias_Leads_2026_P_Ad_01,847.2,18,14,1,1,47,1,16500,847.2,847.2,5.13%,22%,33000
Meta Ads,,FaceBook_Degreefyd_B,2026-02-12,Punjab_Online_Admission,Punjab_Online_Admission_Inst_UG_P,288.86,1,1,0,0,289,1,0,-,-,-,0%,0
Google Ads,Brand,EP_CU_Online_DFYD,2026-02-12,CU_Online_Admission_Delta,23502437890,1266.97,10,7,3,2,127,1,19650,422.3233333,633.485,6.45%,30%,90150
Google Ads,Brand,EP_Partner_Amity_Online_DFYD,2026-02-12,Amity_Online_Admission_COS,23492797149,609.33,1,1,0,0,609,1,0,-,-,-,0%,0
Google Ads,Brand,EP_Partnere_Shoolini_DFYD,2026-02-12,Shoolini_Online_Delta,23534722448,261.39,0,,0,0,261,0,0,-,-,-,0%,0
Google Ads,DSA,Core_Online_DSA,2026-02-12,DSA_Admission_Core_Online_Colleges_Courses,23500139647,60.5,2,2,0,0,30,1,0,-,-,-,0%,0
Google Ads,Brand,EP_Partner_LPU_Online_DFYD,2026-02-12,LPU_Online_Delta,23512571403,883.56,2,2,0,0,442,1,0,-,-,-,0%,0
Google Ads,Brand,Amity_Partner_001,2026-02-12,Partner_Amity_Online_2026,23228113322,4577.74,13,12,1,0,352,1,0,4577.74,-,-,8%,0
Google Ads,DSA,Degreefyd_Generic_Regular,2026-02-12,DSA_Admission_Online_Distance,23349276370,2331.41,64,51,0,0,36,1,0,-,-,-,20%,0
Meta Ads,,FaceBook_University_Admit,2026-02-13,F_UA01_{UG All Colleges V02.1},F_UA01_{UG All Colleges V02}{INT01}_C03,0.08,,,0,0,0,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-02-13,F_UA01_{UG All Colleges V02.1},F_UA01_{UG All Colleges V02}{INT01}_C02,40.1,2,1,0,0,20,2,0,-,-,-,50%,0
Meta Ads,,FaceBook_University_Admit,2026-02-13,F_UA1_All Colleges_MBA_Aryan v1.1,F_UA1_All Colleges_MBA_Aryan (INT 01)_ 1.3,26.05,,,0,0,26,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-02-13,F_UA1_All Colleges_MBA_Aryan v1.1,F_UA1_All Colleges_MBA_Aryan (INT 01)_ 1.4,776.97,5,6,0,0,155,1,0,-,-,-,-20%,0
Meta Ads,,FaceBook_University_Admit,2026-02-13,F_UA01_{UG All Colleges V03.1},F_UA01_{UG All Colleges 3.1} {INT 01} {C1.1},0.11,,,0,0,0,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-02-13,F_UA01_{UG All Colleges V03.1},F_UA01_{UG All Colleges 3.1} {INT 01} {C1.3},405.52,2,,0,0,203,2,0,-,-,-,100%,0
Meta Ads,,FaceBook_University_Admit,2026-02-13,F_UA01_{UG All Colleges V02.1},F_UA01_{UG All Colleges V02}{INT01}_C05,0.3,,,0,0,0,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-02-13,F_UA01_{UG All Colleges V03.1},F_UA01_{UG All Colleges 3.1} {INT 01} {C1.4),152.11,2,2,0,0,76,1,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-02-13,F_UA01_{UG All Colleges Punjab V1},F_UA01_Pun {UG All Colleges V02}{INT01}_C04,405.82,1,2,0,0,406,1,0,-,-,-,-100%,0
Meta Ads,,FaceBook_University_Admit,2026-02-13,F_UA01_{UG All Colleges Punjab V1},F_UA01_Pun_{UG All Colleges V02}{INT01}_C05,75.84,,,0,0,76,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-02-13,F_UA01_{UG All Colleges Punjab V1},F_UA01_Pun {UG All Colleges V02}{INT01}_C03,13.5,,,0,0,14,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-02-13,F_UA01_{UG All Colleges V02.1},F_UA01_{UG All Colleges V02}{INT01}_C06,716.91,9,9,2,0,80,1,0,358.455,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-02-13,F_UA1_All Colleges_MBA_Aryan v1.3,F_UA1_All Colleges_MBA_Aryan V1.3 (INT 01)_ 1.3,1.47,,,0,0,1,,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-02-13,F_UA1_All Colleges_MBA_Aryan v1.3,F_UA1_All Colleges_MBA_Aryan V1.3 (INT 01)_ 1.1,762.97,5,4,0,0,153,1,0,-,-,-,20%,0
Meta Ads,,FaceBook_University_Admit,2026-02-13,F_UA1_All Colleges_MBA_Aryan v1.3,F_UA1_All Colleges_MBA_Aryan V1.3 (INT 01)_ 1.2,7.42,,,0,0,7,,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-02-13,UG_Online_Admission_2026,UG_Online_Admission_Ad_Set01_Ad02,1088.65,18,13,0,0,60,1,0,-,-,-,28%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-02-13,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Delhi_NCR_Ad01,429.35,18,13,0,0,24,1,0,-,-,-,28%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-02-13,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Rest_Ad01,443.33,10,9,0,0,44,1,0,-,-,-,10%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-02-13,Galgotias_Lead_2026,Galgotias_Leads_2026_P_Ad_01,1055.04,9,8,1,1,117,1,16500,1055.04,1055.04,6.39%,11%,33000
Meta Ads,,FaceBook_Degreefyd_B,2026-02-13,Punjab_Online_Admission,Punjab_Online_Admission_Inst_UG_P,78.64,2,0,0,0,39,2,0,-,-,-,100%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-02-13,Online MBA  All  University - SK - 13-02-2026,Online MBA  All  University - SK - 13-02-2026,276.44,,0,0,0,276,,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-02-13,BBA + BCA + MBA + MCA  All  University - SK - 13-02-2026,BBA + BCA + MBA + MCA  All  University - SK - 13-02-2026,413.43,2,2,0,0,207,1,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-02-13,Online MBA  All  University - SK - 13-02-2026 Without Detailed targeting,Online MBA  All  University - SK - 13-02-2026 Without Detailed targeting,310.83,1,1,0,0,311,1,0,-,-,-,0%,0
Google Ads,Brand,EP_Partner_Amity_Online_DFYD,2026-02-13,Amity_Online_Admission_COS,23492797149,740.42,0,0,0,0,740,0,0,-,-,-,0%,0
Google Ads,Brand,Amity_Partner_001,2026-02-13,Partner_Amity_Online_2026,23228113322,4536.43,14,12,0,0,324,1,0,-,-,-,14%,0
Google Ads,DSA,Degreefyd_Generic_Regular,2026-02-13,DSA_Admission_Online_Distance,23349276370,1548.9,42,38,2,1,37,1,7875,774.45,1548.9,19.67%,10%,47250
Google Ads,Brand,EP_CU_Online_DFYD,2026-02-13,CU_Online_Admission_Delta,23502437890,1496.13,1,1,0,0,1496,1,0,-,-,-,0%,0
Google Ads,Generic,Degreefyd_Generic_Online_IU,2026-02-13,Search Ads - Online MBA - SK- 13-02-2026,23556131757,74.6,0,0,0,0,75,0,0,-,-,-,0%,0
Google Ads,Brand,EP_Partnere_Shoolini_DFYD,2026-02-13,Shoolini_Online_Delta,23534722448,370.03,0,0,0,0,370,0,0,-,-,-,0%,0
