Platform,,Meta,Meta,Meta,Meta,Meta,Meta,LMS,FFH Sheet,FFH Sheet,Fornula,Fornula,FFH Sheet,Formula,Formula,Formula,Formula,FFH Sheet
Platform,Type,Account,Date,Campaign,Ad Name,Spends,Pannel_Lead,Lead_LMS,FFH,Adm,CPL Pannel,CPL LMS,Invoicing_Var,CAC FFH,CAC Adm,CAC / ARPU,Lead Dup,Total_Var
Meta Ads,,FaceBook_Degreefyd_B,2026-01-04,LeadZam-India-31Dec2025,Masters-302-24Dec25-LeadZam,291.49,2,0,0,0,146,291,0,-,-,-,100%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-04,LeadZam-India-OldCreatives-31Dec2025,UG_Online_Admission_LeadZam,119.39,,1,0,0,119,119,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-04,LeadZam-India-OldCreatives-31Dec2025,GLA_University_G-India_LeadZam,570.53,10,11,1,0,57,52,0,570.53,-,-,-10%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-04,UG_C | Co4 | Lookalike,UG_C | Co4 | Lookalike,662.49,7,6,0,0,95,110,0,-,-,-,14%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-04,Group_Online_Admission_2026,Group_Online_Admission_2026_Dynamic_01_Summary,327.59,4,3,0,0,82,109,0,-,-,-,25%,0
Google Ads,Brand,Amity_Partner_001,2026-01-03,Partner_Amity_Online_2026,23228113322,4652.89,16,16,1,0,291,291,0,4652.89,-,-,0%,0
Google Ads,DSA,Degreefyd_Generic_Regular,2026-01-03,DSA_Admission_Online_Distance,23349276370,457.25,14,11,0,0,33,42,0,-,-,-,21%,0
Google Ads,Brand,All_Universities_Tawab,2026-01-03,All Universities | 29/25,23402405004,888.56,3,3,0,0,296,296,0,-,-,-,0%,0
Google Ads,Brand,Amity_Partner_001,2026-01-04,Partner_Amity_Online_2026,23228113322,4750.31,17,15,1,1,279,317,32917.5,4750.31,4750.31,14.43%,12%,32917.5
Google Ads,DSA,Degreefyd_Generic_Regular,2026-01-04,DSA_Admission_Online_Distance,23349276370,467.94,4,3,0,0,117,156,0,-,-,-,25%,0
Google Ads,Brand,All_Universities_Tawab,2026-01-04,All Universities | 29/25,23402405004,1008.33,3,,0,0,336,1008,0,-,-,-,100%,0
Meta Ads,,FaceBook_Degreefyd,2026-01-05,Remarketing_VGU | 30/12,Remarketing_VGU,172.32,1,1,0,0,172,172,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd,2026-01-05,Remarketing_Shoolini | 30/12,Remarketing_Shoolini,183.95,4,2,0,0,46,92,0,-,-,-,50%,0
Meta Ads,,FaceBook_Degreefyd,2026-01-05,Remarketing_Manipal | 30/12 -,Remarketing_Manipal,165.13,,0,0,0,165,165,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-05,IU Leads Campaign - 17th June 2025,IGNOU MBA -  18th August,529.23,15,12,0,0,35,44,0,-,-,-,20%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-05,LeadZam-India-Masters-05Jan2026,Masters-302-24Dec25-LeadZam,659.06,2,0,0,0,330,659,0,-,-,-,100%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-05,Group_Online_Admission_2026,Group_Online_Admission_2026_Carousel_01_Fee_Breakup,79.38,2,2,0,0,40,40,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-05,Group_Online_Admission_2026,Group_Online_Admission_2026_Carousel_01_Summary,234.93,3,2,0,0,78,117,0,-,-,-,33%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-05,LeadZam-India-OldCreatives-31Dec2025,GLA_University_G-India_LeadZam,689.17,7,0,0,0,98,689,0,-,-,-,100%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-05,LeadZam-India-OldCreatives-31Dec2025,UG_Online_Admission_LeadZam,88.49,,0,0,0,88,88,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-05,LeadZam-India-31Dec2025,Masters-302-24Dec25-LeadZam,205.09,,0,0,0,205,205,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-05,LeadZam-India-31Dec2025,Masters-JobReady-29Dec-LeadZam,86.58,,0,0,0,87,87,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-05,LeadZam-India-31Dec2025,202-UG-Video-16DecDFYD-UGC-LeadZam,143.75,1,0,0,0,144,144,0,-,-,-,100%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-05,LeadZam-India-31Dec2025,201.1-UG-Video-16Dec-UGC-DFYD-LeadZam,566.48,3,0,0,0,189,566,0,-,-,-,100%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-05,UG_C | Co4 | Lookalike,UG_C | study night | Lookalike,43.96,,0,0,0,44,44,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-05,UG_C | Co4 | Lookalike,UG_C | FEW SEAT | Lookalike,75.61,1,1,0,0,76,76,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-05,UG_C | Co4 | Lookalike,UG_C | CITY | Lookalike,131.75,,0,0,0,132,132,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-05,LeadZam-India-Masters-05Jan2026,Salary-MBA-5Jan-LeadZam,78.84,,0,0,0,79,79,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-05,Master-UG&PG-North-09Dec2025,202-UG-Video-16DecDFYD-UGC-Winning,1033.45,8,5,0,0,129,207,0,-,-,-,38%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-05,LeadZam-India-Masters-05Jan2026,Resume-MBA-5Jan-LeadZam,101.81,,0,0,0,102,102,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-05,LeadZam-India-Masters-05Jan2026,Leadership-MBA-5Jan-LeadZam,54.15,,0,0,0,54,54,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-05,LeadZam-India-Masters-05Jan2026,Masters-JobReady-29Dec-LeadZam,29.21,,0,0,0,29,29,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-05,Master-UG&PG-North-09Dec2025,201.1-UG-Video-16Dec-UGC-DFYD-Conditional,4.38,,0,0,0,4,4,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-05,Master-North-Conditional-26Dec2025,C04-India_23Dec-Conditional-C1-AI,334.46,2,2,0,0,167,167,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-05,Master-North-MBA-Conditional-23Dec2025,Online-Degree-India_23Dec-Conditional,3.15,,0,0,0,3,3,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-05,Master-North-MBA-Conditional-23Dec2025,GLA_University_G-India_23Dec-Conditional-North,406.52,12,7,0,0,34,58,0,-,-,-,42%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-05,Master-India-MBA-Conditional-23Dec2025,GLA_University_G-India_23Dec-Conditional,754.07,10,9,0,0,75,84,0,-,-,-,10%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-05,Master-India-MBA-Conditional-23Dec2025,Online-Degree-India_23Dec-Conditional,21.58,,0,0,0,22,22,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-05,UG_Online_Admission_2026,UG_Online_Admission_Ad_Set01_Ad01,682.52,7,7,1,0,98,98,0,682.52,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-05,UG_Online_Admission_2026,UG_Online_Admission_Ad_Set01_Ad02,51.14,,0,0,0,51,51,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-05,UG_C | Co4 | Lookalike,UG_C | Co4 | Lookalike,712.94,4,4,0,0,178,178,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-05,Group_Online_Admission_2026,Group_Online_Admission_2026_Dynamic_01_Summary,324.24,5,4,0,0,65,81,0,-,-,-,20%,0
Meta Ads,,FaceBook_University_Admit,2026-01-05,Online_UG_PG_Degree_Admission_LAL,Online_UG_PG_Online_Admission_LAL_Save6Month,11.2,,0,0,0,11,11,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-01-05,Online_UG_PG_Degree_Admission_LAL,Online_UG_PG_Online_Admission_LAL,582.19,6,3,0,0,97,194,0,-,-,-,50%,0
Meta Ads,,FaceBook_University_Admit,2026-01-05,Online_UG_PG_Degree_Admission,Online_UG_PG_Online_Admission,1060.86,16,7,0,0,66,152,0,-,-,-,56%,0
Meta Ads,,FaceBook_University_Admit,2026-01-05,Online_UG_PG_Degree_Admission,Online_UG_PG_Degree_Admission_Punjab_Region_Save6Months,459.1,3,1,0,0,153,459,0,-,-,-,67%,0
Meta Ads,,FaceBook_University_Admit,2026-01-05,Online_UG_PG_Degree_Admission,Online_UG_PG_Degree_Admission_Punjab_Region,0.01,,0,0,0,0,0,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-01-05,IGNOU_Online_Courses_Admission,IGNOU_Online_Courses_Admission_RestNE_Ad01,258.33,7,6,0,0,37,43,0,-,-,-,14%,0
Meta Ads,,FaceBook_University_Admit,2026-01-05,IGNOU_Online_Courses_Admission,IGNOU_Online_Courses_Admission_Delhi_NCR_Ad01,278.75,5,4,0,0,56,70,0,-,-,-,20%,0
Meta Ads,,FaceBook_University_Admit,2026-01-05,IGNOU_Online_Courses_Admission,IGNOU_Online_Courses_Admission_RestNE_Ad02,105.97,2,2,0,0,53,53,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-01-05,IGNOU_Online_Courses_Admission,IGNOU_Online_Courses_Admission_Delhi_NCR_Ad02,70.55,1,0,0,0,71,71,0,-,-,-,100%,0
Meta Ads,,FaceBook_University_Admit,2026-01-05,IGNOU_Online_Courses_Admission,IGNOU_Online_Courses_Admission_Punjab_Region_Ad02,32.91,,0,0,0,33,33,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-01-05,IGNOU_Online_Courses_Admission,IGNOU_Online_Courses_Admission_Punjab_Region_Ad01,204.73,7,4,0,0,29,51,0,-,-,-,43%,0
Meta Ads,,FaceBook_University_Admit,2026-01-05,DUSOL_Online_Courses_Admission,DUSOL_Online_Courses_Admission_Delhi_NCR_Ad_01,345.13,12,6,0,0,29,58,0,-,-,-,50%,0
Meta Ads,,FaceBook_University_Admit,2026-01-05,All Colleges_MBA_Aryan 02,All Colleges_MBA_Aryan 03,16.78,,0,0,0,17,17,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-01-05,All Colleges_MBA_Aryan 02,All Colleges_MBA_Aryan 05,1341.53,10,5,0,0,134,268,0,-,-,-,50%,0
Meta Ads,,FaceBook_University_Admit,2026-01-05,All Colleges_MBA_Aryan 02,All Colleges_MBA_Aryan 02,0.29,,0,0,0,0,0,0,-,-,-,0%,0
Google Ads,Brand,Amity_Partner_001,2026-01-05,Partner_Amity_Online_2026,23228113322,4156.71,24,13,1,1,173,320,16625,4156.71,4156.71,25.00%,46%,49875
Google Ads,DSA,Degreefyd_Generic_Regular,2026-01-05,DSA_Admission_Online_Distance,23349276370,425.21,8,6,0,0,53,71,0,-,-,-,25%,0
Google Ads,Brand,All_Universities_Tawab,2026-01-05,All Universities | 29/25,23402405004,416.27,0,0,0,0,416,416,0,-,-,-,0%,0
Google Ads,Brand,All_Universities_Tawab,2026-01-05,Amity & Manipal | 5/1,23425326416,263.55,0,0,0,0,264,264,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-01-06,Online_UG_PG_Degree_Admission_LAL,Online_UG_PG_Online_Admission_LAL_Save6Month,18.74,1,1,0,0,19,19,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-01-06,Online_UG_PG_Degree_Admission_LAL,Online_UG_PG_Online_Admission_LAL,690.77,13,11,1,1,53,63,44250,690.77,690.77,1.56%,15%,49750
Meta Ads,,FaceBook_University_Admit,2026-01-06,Online_UG_PG_Degree_Admission,Online_UG_PG_Online_Admission,1142.53,20,18,1,1,57,63,54862.5,1142.53,1142.53,2.08%,10%,54862.5
Meta Ads,,FaceBook_University_Admit,2026-01-06,Online_UG_PG_Degree_Admission,Online_UG_PG_Degree_Admission_Punjab_Region_Save6Months,594.93,2,1,0,0,297,595,0,-,-,-,50%,0
Meta Ads,,FaceBook_University_Admit,2026-01-06,IGNOU_Online_Courses_Admission,IGNOU_Online_Courses_Admission_RestNE_Ad01,316.74,7,7,0,0,45,45,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-01-06,IGNOU_Online_Courses_Admission,IGNOU_Online_Courses_Admission_Delhi_NCR_Ad01,249.96,5,5,0,0,50,50,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-01-06,IGNOU_Online_Courses_Admission,IGNOU_Online_Courses_Admission_RestNE_Ad02,47.98,3,1,0,0,16,48,0,-,-,-,67%,0
Meta Ads,,FaceBook_University_Admit,2026-01-06,IGNOU_Online_Courses_Admission,IGNOU_Online_Courses_Admission_Delhi_NCR_Ad02,173.06,1,0,0,0,173,173,0,-,-,-,100%,0
Meta Ads,,FaceBook_University_Admit,2026-01-06,IGNOU_Online_Courses_Admission,IGNOU_Online_Courses_Admission_Punjab_Region_Ad02,12.18,,0,0,0,12,12,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-01-06,IGNOU_Online_Courses_Admission,IGNOU_Online_Courses_Admission_Punjab_Region_Ad01,239.45,6,6,0,0,40,40,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-01-06,DUSOL_Online_Courses_Admission,DUSOL_Online_Courses_Admission_Delhi_NCR_Ad_01,463.76,26,21,0,0,18,22,0,-,-,-,19%,0
Meta Ads,,FaceBook_University_Admit,2026-01-06,All Colleges_MBA_Aryan 02,2026_MBA_Aryan 05,165.36,,0,0,0,165,165,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-01-06,All Colleges_MBA_Aryan 02,2026_MBA_Aryan 05,1246.01,5,0,0,0,249,1246,0,-,-,-,100%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-06,IU Leads Campaign - 17th June 2025,IGNOU MBA -  18th August,396.67,6,7,0,0,66,57,0,-,-,-,-17%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-06,UG_C | Co4 | Lookalike old,UG_C | study night | Lookalike,6.8,,0,0,0,7,7,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-06,UG_C | Co4 | Lookalike,UG_C | Co4 | Lookalike - Copy 2,24.56,,0,0,0,25,25,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-06,UG_C | Co4 | Lookalike,UG_C | Co4 | Lookalike - Copy,43.02,,0,0,0,43,43,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-06,UG_C | Co4 | Lookalike,UG_C | Co4 | Lookalike,36.48,,4,0,0,36,9,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-06,Group_Online_Admission_2026,Group_Online_Admission_2026_Carousel_01_Fee_Breakup,77.07,3,2,0,0,26,39,0,-,-,-,33%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-06,Group_Online_Admission_2026,Group_Online_Admission_2026_Carousel_01_Summary,237.64,1,1,0,0,238,238,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-06,UG_C | Co4 | Lookalike old,UG_C | FEW SEAT | Lookalike,21.17,1,1,0,0,21,21,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-06,LeadZam-India-Masters-05Jan2026,Masters-302-24Dec25-LeadZam,110.24,,0,0,0,110,110,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-06,LeadZam-India-Masters-05Jan2026,Salary-MBA-5Jan-LeadZam,203.5,1,1,0,0,204,204,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-06,LeadZam-India-Masters-05Jan2026,Resume-MBA-5Jan-LeadZam,328.98,,0,0,0,329,329,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-06,LeadZam-India-Masters-05Jan2026,Leadership-MBA-5Jan-LeadZam,2.69,,0,0,0,3,3,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-06,LeadZam-India-Masters-05Jan2026,Masters-JobReady-29Dec-LeadZam,72.97,,0,0,0,73,73,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-06,UG_C | Co4 | Lookalike,UG_C | Co4 | Lookalike old,409.18,5,5,0,0,82,82,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-06,LeadZam-India-Masters-05Jan2026,Masters-302.1-24Dec25-LeadZam,349.89,,0,0,0,350,350,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-06,UG_C | Co4 | Lookalike old,UG_C | CITY | Lookalike,20.69,,0,0,0,21,21,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-06,Master-UG&PG-North-09Dec2025,202-UG-Video-16DecDFYD-UGC-Winning,618.33,5,5,0,0,124,124,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-06,LeadZam-India-OldCreatives-31Dec2025,GLA_University_G-India_LeadZam,557.77,4,6,0,0,139,93,0,-,-,-,-50%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-06,LeadZam-India-OldCreatives-31Dec2025,UG_Online_Admission_LeadZam,48.15,,2,0,0,48,24,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-06,LeadZam-India-31Dec2025,202-UG-Video-16DecDFYD-UGC-LeadZam,183.21,2,2,0,0,92,92,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-06,LeadZam-India-31Dec2025,201.1-UG-Video-16Dec-UGC-DFYD-LeadZam,464.48,6,10,0,0,77,46,0,-,-,-,-67%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-06,Master-UG&PG-North-09Dec2025,201.1-UG-Video-16Dec-UGC-DFYD-Conditional,36.08,1,1,0,0,36,36,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-06,Master-North-Conditional-26Dec2025,C04-India_23Dec-Conditional-C1-AI,393.08,6,6,0,0,66,66,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-06,Master-North-MBA-Conditional-23Dec2025,Online-Degree-India_23Dec-Conditional,46.26,,0,0,0,46,46,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-06,Master-North-MBA-Conditional-23Dec2025,GLA_University_G-India_23Dec-Conditional-North,366.91,6,6,0,0,61,61,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-06,Master-India-MBA-Conditional-23Dec2025,GLA_University_G-India_23Dec-Conditional,616.47,13,11,0,0,47,56,0,-,-,-,15%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-06,Master-India-MBA-Conditional-23Dec2025,Online-Degree-India_23Dec-Conditional,49.08,,0,0,0,49,49,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-06,UG_Online_Admission_2026,UG_Online_Admission_Ad_Set01_Ad01,589.81,10,8,0,0,59,74,0,-,-,-,20%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-06,UG_Online_Admission_2026,UG_Online_Admission_Ad_Set01_Ad02,99.98,1,1,0,0,100,100,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-06,UG_C | Co4 | Lookalike old,UG_C | Co4 | Lookalike,268.87,4,4,0,0,67,67,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-06,Group_Online_Admission_2026,Group_Online_Admission_2026_Dynamic_01_Summary,295.5,1,1,0,0,296,296,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd,2026-01-06,Remarketing_VGU | 30/12,Remarketing_VGU,84.83,2,1,0,0,42,85,0,-,-,-,50%,0
Meta Ads,,FaceBook_Degreefyd,2026-01-06,Remarketing_Shoolini | 30/12,Remarketing_Shoolini,62.01,1,0,0,0,62,62,0,-,-,-,100%,0
Meta Ads,,FaceBook_Degreefyd,2026-01-06,Remarketing_Manipal | 30/12 -,Remarketing_Manipal,116.35,2,2,0,0,58,58,0,-,-,-,0%,0
Google Ads,Brand,Amity_Partner_001,2026-01-06,Partner_Amity_Online_2026,23228113322,5580.76,15,14,0,0,372,399,0,-,-,-,7%,0
Google Ads,DSA,Degreefyd_Generic_Regular,2026-01-06,DSA_Admission_Online_Distance,23349276370,672.52,13,12,0,0,52,56,0,-,-,-,8%,0
Google Ads,Brand,All_Universities_Tawab,2026-01-06,Amity & Manipal | 5/1,23425326416,1535.91,0,0,0,0,1536,1536,0,-,-,-,0%,0
Google Ads,Brand,All_Universities_Tawab,2026-01-06,All Universities | 29/25,23402405004,836.09,0,2,0,0,836,418,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-01-07,Online_UG_PG_Degree_Admission_LAL,Online_UG_PG_Online_Admission_LAL,528.16,8,6,0,0,66,88,0,-,-,-,25%,0
Meta Ads,,FaceBook_University_Admit,2026-01-07,Online_UG_PG_Degree_Admission,Online_UG_PG_Online_Admission,1045.03,14,13,1,0,75,80,0,1045.03,-,-,7%,0
Meta Ads,,FaceBook_University_Admit,2026-01-07,Online_UG_PG_Degree_Admission,Online_UG_PG_Degree_Admission_Punjab_Region_Save6Months,281.58,1,0,0,0,282,282,0,-,-,-,100%,0
Meta Ads,,FaceBook_University_Admit,2026-01-07,Online_UG_PG_Degree_Admission,Online_UG_PG_Degree_Admission_Punjab_Region,198.79,,2,0,0,199,99,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-01-07,IGNOU_Online_Courses_Admission,IGNOU_Online_Courses_Admission_Punjab_Region_Ad02,6.9,,0,0,0,7,7,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-01-07,IGNOU_Online_Courses_Admission,IGNOU_Online_Courses_Admission_Punjab_Region_Ad01,235.1,4,4,0,0,59,59,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-01-07,IGNOU_Online_Courses_Admission,IGNOU_Online_Courses_Admission_Delhi_NCR_Ad02,83.08,2,2,0,0,42,42,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-01-07,IGNOU_Online_Courses_Admission,IGNOU_Online_Courses_Admission_RestNE_Ad01,263.06,11,10,0,0,24,26,0,-,-,-,9%,0
Meta Ads,,FaceBook_University_Admit,2026-01-07,IGNOU_Online_Courses_Admission,IGNOU_Online_Courses_Admission_RestNE_Ad02,90.46,2,1,0,0,45,90,0,-,-,-,50%,0
Meta Ads,,FaceBook_University_Admit,2026-01-07,IGNOU_Online_Courses_Admission,IGNOU_Online_Courses_Admission_Delhi_NCR_Ad01,258.92,6,6,0,0,43,43,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-01-07,DUSOL_Online_Courses_Admission,DUSOL_Online_Courses_Admission_Delhi_NCR_Ad_01,314.78,12,11,0,0,26,29,0,-,-,-,8%,0
Meta Ads,,FaceBook_University_Admit,2026-01-07,All Colleges_MBA_Aryan 02,2026_MBA_Aryan 1.1,106.96,,0,0,0,107,107,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-01-07,All Colleges_MBA_Aryan 02,2026_MBA_Aryan 02,0.01,,0,0,0,0,0,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-01-07,All Colleges_MBA_Aryan 02,2026_MBA_Aryan 05,1158.31,8,6,0,0,145,193,0,-,-,-,25%,0
Meta Ads,,FaceBook_University_Admit,2026-01-07,All Colleges_MBA_Aryan 02,2026_MBA_Aryan 05,0.02,,6,0,0,0,0,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-01-07,All Colleges_MBA_Aryan 02,2026_MBA_Aryan 1.3,0.53,,0,0,0,1,1,0,-,-,-,0%,0
Meta Ads,,FaceBook_University_Admit,2026-01-07,All Colleges_MBA_Aryan 02,2026_MBA_Aryan 1.2,91.41,4,3,0,0,23,30,0,-,-,-,25%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-07,IU Leads Campaign - 17th June 2025,IGNOU MBA -  18th August,550.17,10,10,0,0,55,55,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-07,LeadZam-India-OldCreatives-31Dec2025,UG_Online_Admission_DelhiNCR-LeadZam,0.36,,0,0,0,0,0,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-07,UG_C | Co4 | Lookalike,UG_C | Co4 | Lookalike - Copy,17.46,,0,0,0,17,17,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-07,UG_C | Co4 | Lookalike,UG_C | Co4 | Lookalike,11.94,,0,0,0,12,12,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-07,Group_Online_Admission_2026,Group_Online_Admission_2026_Dynamic_01_Summary,330.43,1,2,0,0,330,165,0,-,-,-,-100%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-07,LeadZam-India-Masters-05Jan2026,Salary-MBA-5Jan-LeadZam,411.24,1,1,0,0,411,411,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-07,LeadZam-India-Masters-05Jan2026,Resume-MBA-5Jan-LeadZam,133.01,,0,0,0,133,133,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-07,LeadZam-India-Masters-05Jan2026,Masters-JobReady-29Dec-LeadZam,134.39,1,0,0,0,134,134,0,-,-,-,100%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-07,LeadZam-India-Masters-05Jan2026,Masters-302-24Dec25-LeadZam,277.53,,0,0,0,278,278,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-07,UG_C | Co4 | Lookalike,UG_C | Co4 | Lookalike old,735.73,5,6,0,0,147,123,0,-,-,-,-20%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-07,LeadZam-India-Masters-05Jan2026,Masters-302.1-24Dec25-LeadZam,324.84,2,0,0,0,162,325,0,-,-,-,100%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-07,LeadZam-India-OldCreatives-31Dec2025,GLA_University_G-NorthCityOnly-LeadZam,423.71,2,1,0,0,212,424,0,-,-,-,50%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-07,LeadZam-India-OldCreatives-31Dec2025,UG_Online_Admission_NorthCityOnly-LeadZam,27.24,1,0,0,0,27,27,0,-,-,-,100%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-07,LeadZam-India-31Dec2025,201.1-UG-Video-16Dec-UGC-DFYD-NorthCityOnly-LeadZam,436.25,2,5,0,0,218,87,0,-,-,-,-150%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-07,LeadZam-India-31Dec2025,202-UG-Video-16DecDFYD-UGC-NorthCityOnly-LeadZam,31.78,,0,0,0,32,32,0,-,-,-,0%,0
Meta Ads,,FaceBook_Degreefyd_B,2026-01-07,LeadZam-India-OldCreatives-31Dec2025,GLA_University_G-India_DelhiNCR-LeadZam,0.18,,0,0,0,0,0,0,-,-,-,0%,0
