Platform,Meta,Meta,Meta,Meta,Meta,Meta,LMS,FFH Sheet,FFH Sheet,Fornula,Fornula,FFH Sheet,Formula,Formula,Formula,Formula
Platform,Account,Date,Campaign,Ad Name,Spends,Pannel_Lead,Lead_LMS,FFH,Adm,CPL Pannel,CPL LMS,Invoicing_Var,CAC FFH,CAC Adm,CAC / ARPU,Lead Dup
Google Ads,EP_CU_Online_DFYD,2026-02-12,CU_Online_Admission,23470383548,2828.88,13,11,1,1,218,257,14280,2828.88,2828.88,19.81%,15%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-02-12,LPU_Online_Alpha,23486436393,982.57,6,4,0,0,164,246,0,-,-,-,33%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-02-12,LPU_Online_Gamma,23486463996,1374.72,4,4,1,0,344,344,0,1374.72,-,-,0%
Google Ads,Degreefyd_Generic_Regular,2026-02-13,DSA_Punjab_Generic_Admission_Colleges,23463111599,850.22,20.33,20,0,0,42,43,0,-,-,-,2%
Google Ads,EP_CU_Online_DFYD,2026-02-13,CU_Online_Admission,23470383548,2640.5,3,3,0,0,880,880,0,-,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-02-13,LPU_Online_Alpha,23486436393,1407.98,3,3,1,1,469,469,17500,1407.98,1407.98,8.05%,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-02-13,LPU_Online_Gamma,23486463996,1345.3,4,4,0,0,336,336,0,-,-,-,0%
Google Ads,Degreefyd_Generic_Regular,2026-02-14,DSA_Punjab_Generic_Admission_Colleges,23463111599,1293.25,18,19,0,0,72,68,0,-,-,-,-6%
Google Ads,EP_CU_Online_DFYD,2026-02-14,CU_Online_Admission,23470383548,2587.65,6,6,0,0,431,431,0,-,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-02-14,LPU_Online_Alpha,23486436393,1444.73,4,5,1,1,361,289,17500,1444.73,1444.73,8.26%,-25%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-02-14,LPU_Online_Gamma,23486463996,1381.43,2.5,3,0,0,553,460,0,-,-,-,-20%
Google Ads,Degreefyd_Generic_Regular,2026-02-15,DSA_Punjab_Generic_Admission_Colleges,23463111599,2003.98,46,38,2,0,44,53,0,1001.99,-,-,17%
Google Ads,EP_CU_Online_DFYD,2026-02-15,CU_Online_Admission,23470383548,3037.25,3,2,1,0,1012,1519,0,3037.25,-,-,33%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-02-15,LPU_Online_Alpha,23486436393,857.71,5,3,0,0,172,286,0,-,-,-,40%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-02-15,LPU_Online_Gamma,23486463996,1531.74,4,4,0,0,383,383,0,-,-,-,0%
Google Ads,Degreefyd_Generic_Regular,2026-02-16,DSA_Punjab_Generic_Admission_Colleges,23463111599,2272.1,55,46,3,0,41,49,0,757.3666667,-,-,16%
Google Ads,EP_CU_Online_DFYD,2026-02-16,CU_Online_Admission,23470383548,1902.98,6,6,1,1,317,317,12852,1902.98,1902.98,14.81%,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-02-16,LPU_Online_Alpha,23486436393,1350.64,4,4,0,0,338,338,0,-,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-02-16,LPU_Online_Gamma,23486463996,1364.3,5,5,1,0,273,273,0,1364.3,-,-,0%
Google Ads,Degreefyd_Generic_Exam,2026-02-16,JEE_Main_Result,23568857909,642.86,36,35,1,1,18,18,15582,642.86,642.86,4.13%,3%
Google Ads,Degreefyd_Generic_Regular,2026-02-17,DSA_Punjab_Generic_Admission_Colleges,23463111599,2391.84,48.67,40,3,2,49,60,25074,797.28,1195.92,9.54%,18%
Google Ads,EP_CU_Online_DFYD,2026-02-17,CU_Online_Admission,23470383548,1642.9,3.83,2,0,0,429,821,0,-,-,-,48%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-02-17,LPU_Online_Alpha,23486436393,1027.79,3.33,3,1,1,309,343,17500,1027.79,1027.79,5.87%,10%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-02-17,LPU_Online_Gamma,23486463996,1316.61,4,4,1,1,329,329,17500,1316.61,1316.61,7.52%,0%
Google Ads,Degreefyd_Generic_Exam,2026-02-17,JEE_Main_Result,23568857909,212.02,14,11,0,0,15,19,0,-,-,-,21%
Google Ads,Degreefyd_Generic_Regular,2026-02-18,DSA_Punjab_Generic_Admission_Colleges,23463111599,2306.1,45.33,39,3,0,51,59,0,768.7,-,-,14%
Google Ads,EP_CU_Online_DFYD,2026-02-18,CU_Online_Admission,23470383548,1029.84,5,5,3,2,206,206,17892,343.28,514.92,5.76%,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-02-18,LPU_Online_Alpha,23486436393,1056.69,5,4,0,0,211,264,0,-,-,-,20%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-02-18,LPU_Online_Gamma,23486463996,1551.79,6,5,2,1,259,310,17500,775.895,1551.79,8.87%,17%
Google Ads,Degreefyd_Generic_Regular,2026-02-19,DSA_Punjab_Generic_Admission_Colleges,23463111599,1664.14,34.33,26,2,0,48,64,0,832.07,-,-,24%
Google Ads,EP_CU_Online_DFYD,2026-02-19,CU_Online_Admission,23470383548,903.54,1,3,1,1,904,301,12180,903.54,903.54,7.42%,-200%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-02-19,LPU_Online_Alpha,23486436393,1050.38,1,1,1,0,1050,1050,0,1050.38,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-02-19,LPU_Online_Gamma,23486463996,1471.84,7,7,0,0,210,210,0,-,-,-,0%
Google Ads,Degreefyd_Generic_Regular,2026-02-20,DSA_Punjab_Generic_Admission_Colleges,23463111599,1065.59,26,22,0,0,41,48,0,-,-,-,15%
Google Ads,EP_CU_Online_DFYD,2026-02-20,CU_Online_Admission,23470383548,997.11,1.33,2,0,0,750,499,0,-,-,-,-50%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-02-20,LPU_Online_Alpha,23486436393,1055.98,10,7,1,0,106,151,0,1055.98,-,-,30%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-02-20,LPU_Online_Gamma,23486463996,900.93,2,2,0,0,450,450,0,-,-,-,0%
Google Ads,Degreefyd_Generic_Regular,2026-02-21,DSA_Punjab_Generic_Admission_Colleges,23463111599,1242.7,33,33,1,0,38,38,0,1242.7,-,-,0%
Google Ads,EP_CU_Online_DFYD,2026-02-21,CU_Online_Admission,23470383548,1268.14,3,3,0,0,423,423,0,-,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-02-21,LPU_Online_Alpha,23486436393,1658.19,3,3,1,0,553,553,0,1658.19,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-02-21,LPU_Online_Gamma,23486463996,803.18,3,3,0,0,268,268,0,-,-,-,0%
Google Ads,Degreefyd_Generic_Regular,2026-02-22,DSA_Punjab_Generic_Admission_Colleges,23463111599,1656.08,31,28,0,0,53,59,0,-,-,-,10%
Google Ads,EP_CU_Online_DFYD,2026-02-22,CU_Online_Admission,23470383548,1389.37,3,3,0,0,463,463,0,-,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-02-22,LPU_Online_Alpha,23486436393,810.66,2,2,0,0,405,405,0,-,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-02-22,LPU_Online_Gamma,23486463996,944.51,5,4,1,1,189,236,12852,944.51,944.51,7.35%,20%
Google Ads,Degreefyd_Generic_Regular,2026-02-23,DSA_Punjab_Generic_Admission_Colleges,23463111599,1351.36,43,35,2,0,31,39,0,675.68,-,-,19%
Google Ads,EP_CU_Online_DFYD,2026-02-23,CU_Online_Admission,23470383548,734.52,1,1,0,0,735,735,0,-,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-02-23,LPU_Online_Alpha,23486436393,1366.34,6,7,1,0,228,195,0,1366.34,-,-,-17%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-02-23,LPU_Online_Gamma,23486463996,905.83,2,2,1,1,453,453,17500,905.83,905.83,5.18%,0%
Google Ads,Degreefyd_Generic_Regular,2026-02-24,DSA_Punjab_Generic_Admission_Colleges,23463111599,1490.53,40.48,36,5,1,37,41,14406.77966,298.106,1490.53,10.35%,11%
Google Ads,EP_CU_Online_DFYD,2026-02-24,CU_Online_Admission,23470383548,819.74,2,2,0,0,410,410,0,-,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-02-24,LPU_Online_Alpha,23486436393,1683.73,8,10,2,1,210,168,17500,841.865,1683.73,9.62%,-25%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-02-24,LPU_Online_Gamma,23486463996,702.47,2,2,0,0,351,351,0,0,-,-,0%
Google Ads,Degreefyd_Generic_Regular,2026-02-25,DSA_Punjab_Generic_Admission_Colleges,23463111599,1587.71,44.5,49,4,0,36,32,0,0,-,-,-10%
Google Ads,EP_CU_Online_DFYD,2026-02-25,CU_Online_Admission,23470383548,890.97,4,3,0,0,223,297,0,0,-,-,25%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-02-25,LPU_Online_Alpha,23486436393,1466.42,7,8,1,0,209,183,0,0,-,-,-14%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-02-25,LPU_Online_Gamma,23486463996,438.32,1,1,1,0,438,438,0,0,-,-,0%
Google Ads,Degreefyd_Generic_Regular,2026-02-26,DSA_Punjab_Generic_Admission_Colleges,23463111599,1299.25,34.47,28,5,3,38,46,44226.77966,0,433.0833333,2.94%,19%
Google Ads,EP_CU_Online_DFYD,2026-02-26,CU_Online_Admission,23470383548,936.52,4,4,0,0,234,234,0,0,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-02-26,LPU_Online_Alpha,23486436393,1336,6.5,6,1,0,206,223,0,0,-,-,8%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-02-26,LPU_Online_Gamma,23486463996,409.44,2.5,2,1,0,164,205,0,0,-,-,20%
Google Ads,Degreefyd_Generic_Regular,2026-02-27,DSA_Punjab_Generic_Admission_Colleges,23463111599,2035.7,62.24,50,4,1,33,41,12852,0,2035.7,15.84%,20%
Google Ads,EP_CU_Online_DFYD,2026-02-27,CU_Online_Admission,23470383548,1040.1,5,5,1,1,208,208,5712,0,1040.1,18.21%,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-02-27,LPU_Online_Alpha,23486436393,1787.24,4,4,0,0,447,447,0,0,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-02-27,LPU_Online_Gamma,23486463996,110.39,0,0,0,0,110,110,0,0,-,-,0%
Google Ads,Degreefyd_Generic_Regular,2026-02-28,DSA_Punjab_Generic_Admission_Colleges,23463111599,1564.41,54.98,37,3,0,28,42,0,0,-,-,33%
Google Ads,EP_CU_Online_DFYD,2026-02-28,CU_Online_Admission,23470383548,918.71,1.5,1,0,0,612,919,0,0,-,-,33%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-02-28,LPU_Online_Alpha,23486436393,1136.05,5,6,1,0,227,189,0,0,-,-,-20%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-02-28,LPU_Online_Gamma,23486463996,449.63,2,2,0,0,225,225,0,0,-,-,0%
Google Ads,Degreefyd_Generic_Regular,2026-03-01,DSA_Punjab_Generic_Admission_Colleges,23463111599,1765.56,54.99,34,0,0,32,52,0,0,-,-,38%
Google Ads,EP_CU_Online_DFYD,2026-03-01,CU_Online_Admission,23470383548,1096.82,2,1,0,0,548,1097,0,0,-,-,50%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-01,LPU_Online_Alpha,23486436393,2053.55,5,5,0,0,411,411,0,0,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-01,LPU_Online_Gamma,23486463996,142.13,1,1,0,0,142,142,0,0,-,-,0%
Google Ads,Degreefyd_Generic_Regular,2026-03-02,DSA_Punjab_Generic_Admission_Colleges,23463111599,2098.04,44.97,30,2,0,47,70,0,0,-,-,33%
Google Ads,EP_CU_Online_DFYD,2026-03-02,CU_Online_Admission,23470383548,954.64,2.33,3,1,1,410,318,7266,0,954.64,13.14%,-29%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-02,LPU_Online_Alpha,23486436393,1386.37,4,4,1,0,347,347,0,0,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-02,LPU_Online_Gamma,23486463996,351.45,3,3,0,0,117,117,0,0,-,-,0%
Google Ads,Degreefyd_Generic_Regular,2026-03-03,DSA_Punjab_Generic_Admission_Colleges,23463111599,1940.05,41.99,26,2,1,46,75,17500,0,1940.05,11.09%,38%
Google Ads,EP_CU_Online_DFYD,2026-03-03,CU_Online_Admission,23470383548,930.84,3,2,0,0,310,465,0,0,-,-,33%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-03,LPU_Online_Alpha,23486436393,1184.22,6,6,0,0,197,197,0,0,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-03,LPU_Online_Gamma,23486463996,121.59,1,1,0,0,122,122,0,0,-,-,0%
Google Ads,Degreefyd_Generic_Regular,2026-03-04,DSA_Punjab_Generic_Admission_Colleges,23463111599,1866.2,36.98,24,1,0,50,78,0,0,-,-,35%
Google Ads,EP_CU_Online_DFYD,2026-03-04,CU_Online_Admission,23470383548,972.73,0,1,0,0,973,973,0,0,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-04,LPU_Online_Alpha,23486436393,821.98,3,3,1,0,274,274,0,0,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-04,LPU_Online_Gamma,23486463996,526.91,3,3,1,0,176,176,0,0,-,-,0%
Google Ads,Degreefyd_Generic_Regular,2026-03-05,DSA_Punjab_Generic_Admission_Colleges,23463111599,1974.29,52.29,42,3,1,38,47,7812,0,1974.29,25.27%,20%
Google Ads,EP_CU_Online_DFYD,2026-03-05,CU_Online_Admission,23470383548,1544.54,5,5,0,0,309,309,0,0,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-05,LPU_Online_Alpha,23486436393,1734.92,6,6,0,0,289,289,0,0,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-05,LPU_Online_Gamma,23486463996,460.23,1,1,0,0,460,460,0,0,-,-,0%
Google Ads,Degreefyd_Generic_Regular,2026-03-06,DSA_Punjab_Generic_Admission_Colleges,23463111599,2303.53,50,45,1,0,46,51,0,0,-,-,10%
Google Ads,EP_CU_Online_DFYD,2026-03-06,CU_Online_Admission,23470383548,1617.21,4,3,0,0,404,539,0,0,-,-,25%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-06,LPU_Online_Alpha,23486436393,1507.34,7.5,7,2,1,201,215,17500,0,1507.34,8.61%,7%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-06,LPU_Online_Gamma,23486463996,2036.45,6,6,0,0,339,339,0,0,-,-,0%
Google Ads,Degreefyd_Generic_Regular,2026-03-07,DSA_Punjab_Generic_Admission_Colleges,23463111599,2297.87,60.96,47,4,1,38,49,14406.77966,0,2297.87,15.95%,23%
Google Ads,EP_CU_Online_DFYD,2026-03-07,CU_Online_Admission,23470383548,1768.97,3.02,2,1,0,586,884,0,0,-,-,34%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-07,LPU_Online_Alpha,23486436393,1712.21,9,8,2,1,190,214,17500,0,1712.21,9.78%,11%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-07,LPU_Online_Gamma,23486463996,2407.69,8,7,0,0,301,344,0,0,-,-,13%
Google Ads,Degreefyd_Generic_Regular,2026-03-08,DSA_Punjab_Generic_Admission_Colleges,23463111599,2297.56,37.47,31,2,2,61,74,25102,0,1148.78,9.15%,17%
Google Ads,EP_CU_Online_DFYD,2026-03-08,CU_Online_Admission,23470383548,1531.34,7,7,0,0,219,219,0,0,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-08,LPU_Online_Alpha,23486436393,1341.22,3,3,0,0,447,447,0,0,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-08,LPU_Online_Gamma,23486463996,1363.68,5,5,1,1,273,273,17500,0,1363.68,7.79%,0%
Google Ads,Degreefyd_Generic_Regular,2026-03-09,DSA_Punjab_Generic_Admission_Colleges,23463111599,2312.43,49.93,48,5,3,46,48,18228,0,770.81,12.69%,4%
Google Ads,EP_CU_Online_DFYD,2026-03-09,CU_Online_Admission,23470383548,1119.61,3,3,1,0,373,373,0,0,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-09,LPU_Online_Alpha,23486436393,2440.37,7,6,2,1,349,407,17500,0,2440.37,13.94%,14%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-09,LPU_Online_Gamma,23486463996,2177.44,5,5,1,1,435,435,17500,0,2177.44,12.44%,0%
Google Ads,Degreefyd_Generic_Regular,2026-03-10,DSA_Punjab_Generic_Admission_Colleges,23463111599,2290.66,46.95,41,5,1,49,56,12852,0,2290.66,17.82%,13%
Google Ads,EP_CU_Online_DFYD,2026-03-10,CU_Online_Admission,23470383548,1085.3,6,5,1,1,181,217,14406.77966,0,1085.3,7.53%,17%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-10,LPU_Online_Alpha,23486436393,2532.02,13,12,3,0,195,211,0,0,-,-,8%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-10,LPU_Online_Gamma,23486463996,1323.34,5,5,0,0,265,265,0,0,-,-,0%
Google Ads,Degreefyd_Generic_Regular,2026-03-11,DSA_Punjab_Generic_Admission_Colleges,23463111599,2715.21,66.98,58,3,0,41,47,0,0,-,-,13%
Google Ads,EP_CU_Online_DFYD,2026-03-11,CU_Online_Admission,23470383548,1140.17,2,3,1,1,570,380,14406.77966,0,1140.17,7.91%,-50%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-11,LPU_Online_Alpha,23486436393,1209.67,6,7,0,0,202,173,0,0,-,-,-17%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-11,LPU_Online_Gamma,23486463996,1215.98,6,2,0,0,203,608,0,0,-,-,67%
Google Ads,Degreefyd_Generic_Regular,2026-03-12,DSA_Punjab_Generic_Admission_Colleges,23463111599,2327.78,72.89,63,2,1,32,37,15582,0,2327.78,14.94%,14%
Google Ads,EP_CU_Online_DFYD,2026-03-12,CU_Online_Admission,23470383548,1087.2,3,2,0,0,362,544,0,0,-,-,33%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-12,LPU_Online_Alpha,23486436393,1087.14,3,4,3,1,362,272,17500,0,1087.14,6.21%,-33%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-12,LPU_Online_Gamma,23486463996,920.84,1,,0,0,921,921,0,0,-,-,100%
Google Ads,Degreefyd_Generic_Regular,2026-03-13,DSA_Punjab_Generic_Admission_Colleges,23463111599,2704.69,63.96,49,1,1,42,55,14238,0,2704.69,19.00%,23%
Google Ads,EP_CU_Online_DFYD,2026-03-13,CU_Online_Admission,23470383548,945.1,0.33,,0,0,2864,945,0,0,-,-,100%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-13,LPU_Online_Alpha,23486436393,1055.57,3,3,2,1,352,352,17500,0,1055.57,6.03%,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-13,LPU_Online_Gamma,23486463996,1089.38,2,2,1,1,545,545,17500,0,1089.38,6.23%,0%
Google Ads,Degreefyd_Generic_Regular,2026-03-14,DSA_Punjab_Generic_Admission_Colleges,23463111599,2902.68,62.46,54,6,2,46,54,14994,0,1451.34,19.36%,14%
Google Ads,EP_CU_Online_DFYD,2026-03-14,CU_Online_Admission,23470383548,1212.07,3,4,3,2,404,303,15162,0,606.035,7.99%,-33%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-14,LPU_Online_Alpha,23486436393,1769.38,6,4,1,0,295,442,0,0,-,-,33%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-14,LPU_Online_Gamma,23486463996,932.14,2,2,0,0,466,466,0,0,-,-,0%
Google Ads,Degreefyd_Generic_Regular,2026-03-15,DSA_Punjab_Generic_Admission_Colleges,23463111599,2237.77,60.95,48,4,2,37,47,16002,0,1118.885,13.98%,21%
Google Ads,EP_CU_Online_DFYD,2026-03-15,CU_Online_Admission,23470383548,1201.6,5,4,1,0,240,300,0,0,-,-,20%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-15,LPU_Online_Alpha,23486436393,1566.4,8,8,1,1,196,196,17500,0,1566.4,8.95%,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-15,LPU_Online_Gamma,23486463996,1399.76,5,5,2,1,280,280,17500,0,1399.76,8.00%,0%
Google Ads,Degreefyd_Generic_Regular,2026-03-16,DSA_Punjab_Generic_Admission_Colleges,23463111599,2354.98,50.93,42,4,2,46,56,23814.77966,0,1177.49,9.89%,18%
Google Ads,EP_CU_Online_DFYD,2026-03-16,CU_Online_Admission,23470383548,910.91,5,5,3,1,182,182,14406.77966,0,910.91,6.32%,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-16,LPU_Online_Alpha,23486436393,1413.06,3,3,0,0,471,471,0,0,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-16,LPU_Online_Gamma,23486463996,622.38,0,,2,2,622,622,35000,0,311.19,1.78%,0%
Google Ads,Degreefyd_Generic_Regular,2026-03-17,DSA_Punjab_Generic_Admission_Colleges,23463111599,2471.47,80.24,64,4,2,31,39,9702,0,1235.735,25.47%,20%
Google Ads,EP_CU_Online_DFYD,2026-03-17,CU_Online_Admission,23470383548,932.18,6,4,0,0,155,233,0,0,-,-,33%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-17,LPU_Online_Alpha,23486436393,2229.56,7,7,0,0,319,319,0,0,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-17,LPU_Online_Gamma,23486463996,1103.9,5,4,0,0,221,276,0,0,-,-,20%
Google Ads,Degreefyd_Generic_Regular,2026-03-18,DSA_Punjab_Generic_Admission_Colleges,23463111599,2067.88,51.45,41,3,1,40,50,7056,0,2067.88,29.31%,20%
Google Ads,EP_CU_Online_DFYD,2026-03-18,CU_Online_Admission,23470383548,969.24,5,5,1,0,194,194,0,0,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-18,LPU_Online_Alpha,23486436393,954.84,4,4,0,0,239,239,0,0,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-18,LPU_Online_Gamma,23486463996,803.73,2,2,0,0,402,402,0,0,-,-,0%
Google Ads,Degreefyd_Generic_Regular,2026-03-19,DSA_Punjab_Generic_Admission_Colleges,23463111599,2107.09,71.45,59,3,0,29,36,0,0,-,-,17%
Google Ads,EP_CU_Online_DFYD,2026-03-19,CU_Online_Admission,23470383548,1016.88,1,1,0,0,1017,1017,0,0,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-19,LPU_Online_Alpha,23486436393,1571.75,4.58,4,0,0,343,393,0,0,-,-,13%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-19,LPU_Online_Gamma,23486463996,978.03,5,5,1,0,196,196,0,0,-,-,0%
Google Ads,Degreefyd_Generic_Regular,2026-03-20,DSA_Punjab_Generic_Admission_Colleges,23463111599,3279.94,62.12,53,1,1,53,62,17500,0,3279.94,18.74%,15%
Google Ads,EP_CU_Online_DFYD,2026-03-20,CU_Online_Admission,23470383548,1563.97,5,5,1,0,313,313,0,0,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-20,LPU_Online_Alpha,23486436393,776.96,4.25,3,2,1,183,259,17500,0,776.96,4.44%,29%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-20,LPU_Online_Gamma,23486463996,733.5,4,3,1,0,183,245,0,0,-,-,25%
Meta Ads,FaceBook_University_Admit,2026-03-20,FUA1_CGC_B.Tech_Admission_1.1,FUA1_CGC_B.Tech_Admission_C03,210.88,1,1,0,0,211,211,0,0,-,-,0%
Meta Ads,FaceBook_University_Admit,2026-03-20,FUA1_CGC_B.Tech_Admission_1.1,FUA1_CGC_B.Tech_Admission_C01,334.4,1,1,1,0,334,334,0,0,-,-,0%
Meta Ads,FaceBook_University_Admit,2026-03-20,FUA1_CGC_B.Tech_Admission_1.1,FUA1_CGC_B.Tech_Admission_C02,175.63,2,2,0,0,88,88,0,0,-,-,0%
Meta Ads,FaceBook_University_Admit,2026-03-21,FUA1_CGC_B.Tech_Admission_1.1,FUA1_CGC_B.Tech_Admission_C03,314,1,1,0,0,314,314,0,0,-,-,0%
Meta Ads,FaceBook_University_Admit,2026-03-21,FUA1_CGC_B.Tech_Admission_1.1,FUA1_CGC_B.Tech_Admission_C01,335.98,3,3,1,0,112,112,0,0,-,-,0%
Meta Ads,FaceBook_University_Admit,2026-03-21,FUA1_CGC_B.Tech_Admission_1.1,FUA1_CGC_B.Tech_Admission_C02,178.81,,,0,0,179,179,0,0,-,-,0%
Meta Ads,FaceBook_University_Admit,2026-03-22,FUA1_CGC_B.Tech_Admission_1.1,FUA1_CGC_B.Tech_Admission_C03,76.95,,,0,0,77,77,0,0,-,-,0%
Meta Ads,FaceBook_University_Admit,2026-03-22,FUA1_CGC_B.Tech_Admission_1.1,FUA1_CGC_B.Tech_Admission_C01,582.17,4,3,0,0,146,194,0,0,-,-,25%
Meta Ads,FaceBook_University_Admit,2026-03-22,FUA1_CGC_B.Tech_Admission_1.1,FUA1_CGC_B.Tech_Admission_C02,93.5,1,1,0,0,94,94,0,0,-,-,0%
Google Ads,Degreefyd_Generic_Regular,2026-03-21,DSA_Punjab_Generic_Admission_Colleges,23463111599,1471.98,24.96,19,1,0,59,77,0,0,-,-,24%
Google Ads,EP_CU_Online_DFYD,2026-03-21,CU_Online_Admission,23470383548,1457.91,1,1,0,0,1458,1458,0,0,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-21,LPU_Online_Alpha,23486436393,1383.38,4,4,0,0,346,346,0,0,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-21,LPU_Online_Gamma,23486463996,1101.9,3,3,0,0,367,367,0,0,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-21,LPU_Online_Zeta,23675435222,167.95,1,1,0,0,168,168,0,0,-,-,0%
Google Ads,Degreefyd_Generic_Regular,2026-03-22,DSA_Punjab_Generic_Admission_Colleges,23463111599,1517.63,32.95,25,3,1,46,61,9408,0,1517.63,16.13%,24%
Google Ads,EP_CU_Online_DFYD,2026-03-22,CU_Online_Admission,23470383548,1499.75,5,5,0,0,300,300,0,0,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-22,LPU_Online_Alpha,23486436393,1281.54,4,4,1,1,320,320,17500,0,1281.54,7.32%,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-22,LPU_Online_Gamma,23486463996,1172.53,4,4,0,0,293,293,0,0,-,-,0%
Google Ads,EP_Partner_LPU_Online_DFYD,2026-03-22,LPU_Online_Zeta,23675435222,493.55,0,,0,0,494,494,0,0,-,-,0%
Meta Ads,FaceBook_University_Admit,2026-03-23,FUA1_CGC_B.Tech_Admission_1.1,FUA1_CGC_B.Tech_Admission_C03,107.32,,1,0,0,107,107,0,0,-,-,0%
Meta Ads,FaceBook_University_Admit,2026-03-23,FUA1_CGC_B.Tech_Admission_1.1,FUA1_CGC_B.Tech_Admission_C01,607.12,7,7,0,0,87,87,0,0,-,-,0%
